"","denovo66","denovo174","denovo175","denovo170","denovo673","denovo253","denovo102","denovo165","denovo164","denovo167","denovo166","denovo161","denovo160","denovo163","denovo207","denovo365","denovo363","denovo362","denovo360","denovo369","denovo368","denovo92","denovo47","denovo337","denovo103","denovo371","denovo534","denovo532","denovo539","denovo254","denovo248","denovo249","denovo240","denovo241","denovo242","denovo243","denovo244","denovo245","denovo246","denovo63","denovo64","denovo98","denovo27","denovo26","denovo226","denovo224","denovo223","denovo473","denovo472","denovo471","denovo477","denovo475","denovo474","denovo479","denovo478","denovo138","denovo132","denovo130","denovo131","denovo136","denovo137","denovo134","denovo81","denovo83","denovo331","denovo333","denovo338","denovo187","denovo334","denovo335","denovo330","denovo339","denovo91","denovo96","denovo24","denovo23","denovo22","denovo21","denovo408","denovo271","denovo270","denovo273","denovo272","denovo275","denovo274","denovo277","denovo276","denovo279","denovo278","denovo93","denovo94","denovo238","denovo13","denovo17","denovo15","denovo162","denovo169","denovo36","denovo33","denovo38","denovo39","denovo220","denovo428","denovo420","denovo421","denovo422","denovo423","denovo424","denovo425","denovo426","denovo427","denovo218","denovo384","denovo387","denovo386","denovo381","denovo380","denovo383","denovo382","denovo389","denovo388","denovo653","denovo656","denovo655","denovo366","denovo364","denovo361","denovo601","denovo168","denovo143","denovo142","denovo147","denovo146","denovo145","denovo144","denovo309","denovo308","denovo304","denovo301","denovo300","denovo302","denovo232","denovo518","denovo519","denovo515","denovo516","denovo510","denovo511","denovo512","denovo513","denovo78","denovo79","denovo71","denovo75","denovo499","denovo491","denovo490","denovo493","denovo494","denovo497","denovo496","denovo77","denovo722","denovo84","denovo104","denovo86","denovo80","denovo82","denovo69","denovo68","denovo62","denovo61","denovo60","denovo67","denovo65","denovo237","denovo231","denovo230","denovo228","denovo229","denovo222","denovo221","denovo590","denovo593","denovo599","denovo531","denovo411","denovo410","denovo413","denovo412","denovo415","denovo414","denovo417","denovo416","denovo419","denovo418","denovo325","denovo324","denovo329","denovo391","denovo399","denovo110","denovo111","denovo112","denovo113","denovo114","denovo115","denovo117","denovo118","denovo119","denovo352","denovo353","denovo350","denovo351","denovo356","denovo357","denovo354","denovo355","denovo358","denovo6","denovo7","denovo34","denovo35","denovo30","denovo31","denovo32","denovo524","denovo527","denovo526","denovo523","denovo227","denovo225","denovo306","denovo199","denovo190","denovo191","denovo192","denovo193","denovo194","denovo195","denovo196","denovo197","denovo543","denovo1","denovo3","denovo4","denovo5","denovo8","denovo9","denovo257","denovo256","denovo251","denovo250","denovo259","denovo258","denovo771","denovo566","denovo18","denovo19","denovo10","denovo359","denovo73","denovo448","denovo449","denovo446","denovo447","denovo445","denovo442","denovo443","denovo440","denovo441","denovo129","denovo128","denovo121","denovo120","denovo123","denovo122","denovo125","denovo124","denovo127","denovo126","denovo90","denovo97","denovo95","denovo99","denovo141","denovo579","denovo576","denovo214","denovo219","denovo87","denovo313","denovo158","denovo154","denovo152","denovo323","denovo322","denovo321","denovo320","denovo327","denovo326","denovo692","denovo89","denovo247","denovo288","denovo289","denovo284","denovo285","denovo286","denovo287","denovo280","denovo281","denovo282","denovo283","denovo528","denovo40","denovo42","denovo44","denovo46","denovo48","denovo316","denovo317","denovo314","denovo315","denovo310","denovo205","denovo206","denovo209","denovo437","denovo436","denovo435","denovo434","denovo433","denovo432","denovo431","denovo430","denovo439","denovo438","denovo140","denovo660","denovo41","denovo43","denovo49","denovo177","denovo172","denovo173","denovo178","denovo179","denovo200","denovo378","denovo370","denovo372","denovo373","denovo374","denovo375","denovo376","denovo377","denovo208","denovo204","denovo201","denovo202","denovo203","denovo100","denovo509","denovo508","denovo502","denovo500","denovo507","denovo506","denovo70","denovo72","denovo74","denovo76","denovo239","denovo235","denovo234","denovo236","denovo233","denovo581","denovo586","denovo465","denovo466","denovo460","denovo461","denovo462","denovo463","denovo468","denovo469","denovo109","denovo108","denovo107","denovo106","denovo105","denovo101","denovo2","denovo149","denovo148","denovo341","denovo343","denovo342","denovo345","denovo344","denovo347","denovo346","denovo349","denovo348","denovo255","denovo252","denovo554","denovo557","denovo559","denovo550","denovo186","denovo185","denovo184","denovo183","denovo182","denovo181","denovo180","denovo189","denovo188","denovo305","denovo307","denovo303","denovo263","denovo260","denovo261","denovo266","denovo267","denovo264","denovo268","denovo269","denovo311","denovo25","denovo20","denovo29","denovo28","denovo45","denovo470","denovo476","denovo58","denovo59","denovo54","denovo459","denovo458","denovo454","denovo457","denovo456","denovo451","denovo450","denovo453","denovo452","denovo396","denovo394","denovo395","denovo392","denovo393","denovo390","denovo398","denovo644","denovo641","denovo642","denovo139","denovo133","denovo217","denovo215","denovo569","denovo159","denovo155","denovo156","denovo157","denovo150","denovo151","denovo153","denovo318","denovo319","denovo312","denovo116","denovo135","denovo299","denovo298","denovo293","denovo292","denovo291","denovo290","denovo297","denovo296","denovo295","denovo294","denovo488","denovo489","denovo482","denovo483","denovo480","denovo481","denovo486","denovo487","denovo484","denovo485","denovo732","denovo16","denovo85","denovo88","denovo56","denovo57","denovo55","denovo52","denovo53","denovo50","denovo51","denovo12","denovo11","denovo14","denovo213","denovo212","denovo211","denovo210","denovo216","denovo37","denovo405","denovo402","denovo403","denovo400","denovo401","denovo406","denovo407","denovo404","denovo409"
"Cancer1.2355",12,43,102,0,0,1,0,73,0,96,171,24,0,0,0,25,0,0,0,5,0,156,17,0,0,60,0,0,0,0,16,0,2,1,0,362,0,0,20,0,25,18,7855,166,55,0,0,0,0,2,6,0,0,19,1,7,0,203,0,0,29,0,6,3,0,0,8,2,3,0,0,0,0,0,115,0,445,393,1,3,0,0,94,6,0,1,93,0,0,0,0,0,3,1,395,43,58,692,183,126,182,0,0,0,0,0,0,0,0,0,0,1,0,30,29,0,0,0,0,118,0,0,0,0,0,0,1,0,90,0,0,21,0,38,0,0,0,5,1,30,0,0,70,0,0,0,3,1,0,0,0,0,0,12,0,6,0,3,0,0,101,111,0,11,0,0,52,119,473,259,252,54,7,0,120,0,134,1,0,90,63,15,0,0,30,0,0,0,0,2,3,0,4,0,0,20,0,2,0,0,9,0,8,0,115,0,0,45,7,0,0,5,0,0,0,0,1,4,0,1382,5,95,0,195,388,0,16,0,0,49,0,72,1,0,1,19,25,3,41,0,0,0,0,1049,6576,4721,216,626,349,178,0,6,5,1,92,0,7,1,1049,285,4,0,0,0,0,1,0,1,0,2,11,0,0,516,108,0,125,0,76,0,3,0,185,74,2,19,0,0,0,27,111,0,0,2,0,0,0,0,0,8,0,0,25,109,0,0,18,71,16,0,1,1,0,0,0,167,0,0,2631,7,0,0,14,9,0,27,0,24,0,0,0,0,0,0,0,0,0,0,6,0,259,0,1506,0,1,0,0,25,0,0,0,0,3,0,47,0,0,15,0,154,173,1,92,0,0,12,0,0,5,114,330,556,0,58,0,0,0,0,0,0,0,4,1,0,0,3,16,0,0,0,696,2,0,3,2612,17,0,16,0,0,0,0,16,0,0,2,20,0,14,0,0,0,141,0,114,0,24,85,0,0,0,0,0,6,0,13,0,3,0,0,90,23,5,1375,585,65,243,197,0,0,1,1,218,12,17,0,0,0,1,0,7,1,0,0,0,0,31,0,0,0,0,0,0,7,2,0,4,34,48,0,8,75,0,1,0,0,0,0,150,0,14,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,842,1,0,0,129,915,45,1,3,47,1692,553,520,0,0,0,37,17,0,14,0,0,1,0,1,21,0,28
"Cancer2.2455",221,53,0,0,0,0,0,122,58,66,198,195,0,1,0,64,0,0,0,4,0,143,0,183,0,0,0,0,0,0,14,0,28,0,1,0,0,0,0,2,5,87,0,1017,29,0,172,0,0,0,16,4,0,5,0,10,0,342,2,977,42,0,585,5,0,0,3,8,6,0,0,3,263,2,0,0,699,652,0,0,0,0,0,7,0,0,1,0,0,0,0,0,2,0,1904,7,52,772,9,0,234,0,0,0,16,0,0,2,0,0,0,0,0,0,14,0,0,0,2,2,0,0,0,0,0,0,2,0,29,0,0,0,18,1,0,0,0,0,0,51,0,2181,11,0,0,0,6,10,0,6,0,1,0,173,0,6,23,0,5,6,0,0,0,28,0,0,93,108,8,142,11,177,0,0,7,0,46,1,1609,68,15,0,0,0,0,0,0,0,0,0,42,0,1,42,64,0,37,0,0,0,0,0,0,0,152,0,137,42,0,15,0,6,0,0,147,0,0,0,0,3,8749,198,0,90,908,0,0,5,0,0,0,211,0,7,5,67,2,2,10,0,0,0,0,1836,78,1469,228,636,672,2,0,40,10,4,13,0,0,3,4017,1442,9,48,0,0,0,0,0,6,0,0,0,2,0,0,96,0,0,0,56,0,0,1,133,1,0,34,0,0,0,15,6,13,0,0,0,7,0,0,0,22,0,0,2527,0,0,0,1,99,0,866,3,0,0,0,6,29,3274,0,3739,110,0,0,0,1,0,9,0,25,0,81,0,1,2,0,36,0,0,0,0,1,224,0,1795,5,0,0,0,0,62,6,0,1,0,3,0,0,7,2,231,0,0,48,103,0,0,0,0,0,10,418,2290,98,88,9,0,36,0,0,0,0,0,0,3,0,0,0,6,0,0,0,1,0,0,0,131,0,0,0,0,0,0,0,1,0,0,27,15,1,0,0,1,0,76,0,5,0,2,80,0,0,0,30,0,21,0,0,0,18,0,0,0,0,92,2,515,420,1,8,0,0,0,849,2,4,160,0,0,222,4,0,3,0,0,0,28,0,0,0,0,0,0,0,0,7,4,5,2,41,75,0,346,0,0,0,0,0,0,0,86,117,23,0,0,84,0,0,0,11,0,3,0,0,0,0,0,0,0,0,1,0,740,0,812,0,973,1,1552,35,704,17,6,539,3039,0,0,0,0,0,2,30,0,0,0,0,0,0,0,0
"Cancer3.2513",21,0,3,0,352,0,0,0,0,75,123,0,18,0,0,8,0,0,0,0,0,0,0,3,1,1,0,0,3,0,0,0,5,1,0,0,0,0,8,0,47,22,1,36,13,0,0,0,0,6,0,0,0,0,0,2,13,17,1,0,1,1,574,22,0,0,35,16,0,0,0,0,0,0,78,0,26,0,0,0,0,0,0,0,0,0,6,0,0,0,16,0,0,1,2759,16,10,3,231,151,1,0,0,0,6,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,2,0,1,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,2,0,0,0,487,1,85,0,9,150,2,234,119,212,73,0,16,0,43,8,6,0,36,0,39,0,136,0,0,0,0,0,0,11,74,11,0,0,0,0,0,0,0,0,105,7,0,156,625,13,0,448,0,0,0,0,0,5,0,0,3,0,916,0,529,0,157,490,285,40,7,0,0,0,136,24,0,1,8,3,382,0,178,1,0,0,1904,574,149,86,1224,578,6,0,0,0,8,0,0,1,163,189,1390,71,78,2,0,0,0,0,0,0,0,0,0,0,37,0,0,0,8,0,0,16,0,0,46,6,0,0,0,0,8,0,0,4,74,2,0,0,0,0,0,0,0,16,0,0,0,0,0,192,0,9,0,1646,0,0,336,0,0,3,5,0,0,0,15,0,22,0,0,0,0,10,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,190,1,0,19,36,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,920,0,14,229,0,271,6,0,0,0,0,0,0,0,3,6,0,24,0,0,0,2,0,89,0,15,132,0,0,0,0,0,11,0,6,7,72,0,0,2,0,0,0,281,565,407,83,0,0,0,0,0,0,0,0,0,2,0,0,0,1,12,1,0,35,49,0,0,0,0,0,0,0,5,2,0,0,0,0,613,47,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,212,0,119,0,0,0,7,0,83,0,5,517,252,1529,2859,0,0,0,0,30,1,0,0,0,14,0,196,0,0,0
"Cancer4.2521",1600,0,50,0,0,0,0,174,0,39,0,3,0,0,0,1,322,0,0,11,1,0,291,3,76,4,1,0,0,0,0,0,0,1008,0,0,0,0,0,0,116,178,0,52,69,0,0,11,0,13,4,22,0,10,0,166,0,8,14,0,0,0,72,2,0,0,17,21,509,329,0,0,142,3,4643,0,111,0,0,0,0,0,0,0,1,0,1,0,0,3,140,0,1,0,684,12,25,0,837,377,172,0,0,0,0,0,0,36,0,0,0,0,0,13,3,134,0,0,8,0,0,0,37,0,0,0,0,0,124,218,128,0,72,187,0,0,6,342,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,15,0,0,8,2,42,0,103,0,0,106,0,0,302,0,271,3,3099,472,0,52,9,351,0,6,0,105,0,0,0,0,7,4,0,15,0,0,0,0,35,187,20,0,35,257,0,0,92,0,13,468,10,0,30,0,59,7,0,0,0,0,129,0,0,0,0,3,2692,1861,0,429,0,0,14,4,0,0,0,76,0,4,0,0,0,0,39,0,0,0,0,887,507,496,98,441,1031,8,0,3,15,8,35,0,0,333,0,39,17,315,0,0,0,0,0,0,0,0,120,0,0,0,0,5,238,3,1,0,0,0,64,476,748,0,0,0,0,0,21,0,0,32,0,0,0,0,0,0,0,0,3,0,0,7,0,0,50,254,12,0,0,50,6,101,0,0,0,49,0,0,0,0,0,0,0,0,0,204,0,171,0,0,0,215,0,0,0,12,0,0,1,28,0,0,0,916,88,221,0,0,4,10,14,0,16,22,0,0,136,57,347,0,0,0,0,0,0,58,108,74,1143,3,0,22,0,0,0,0,0,76,10,0,0,0,1,0,851,0,0,1456,0,88,225,24,46,0,0,0,0,0,3,0,0,11,1,0,0,1,0,0,0,0,123,0,30,132,0,27,506,0,0,15,0,0,0,41,0,4,0,0,0,3,606,151,463,656,11,0,0,414,713,0,59,0,0,0,114,0,165,48,0,0,0,0,47,0,0,0,0,0,1,1,22,0,1,3,0,412,112,184,0,1,0,0,0,0,9,0,0,0,135,164,0,0,0,1,0,0,0,0,0,0,58,1,0,101,0,0,1,0,0,2,1,0,22,2705,0,0,1,2594,810,0,0,0,0,0,150,0,0,0,1,0,0,0,0,0
"Cancer5.2523",270,0,0,0,0,261,0,175,0,0,0,0,0,4541,0,0,0,0,0,1,1,0,7,0,0,18,0,0,13,0,0,0,1,0,84,1,0,0,29,0,479,106,0,5,0,0,0,0,0,5,18,7,0,9,5,0,0,8,149,0,0,0,0,3,0,0,4,3,0,85,0,13,0,0,1,0,1054,786,0,0,520,0,0,0,23,0,0,0,0,0,0,0,4,3,698,0,12,92,23,0,876,0,0,0,19,283,0,2,32,1,0,0,0,25,37,0,0,0,11,5,0,0,6,0,0,74,4,0,0,0,0,585,89,0,1,0,0,0,0,118,0,0,0,0,0,0,0,11,0,0,0,0,1596,0,0,15,0,0,2,0,0,0,0,9,0,0,0,0,1453,1,18,0,0,1,0,91,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,1,0,0,0,0,0,0,0,14,0,0,49,0,41,0,0,0,0,0,6,0,312,1,840,0,1,0,2269,0,2,1,0,0,0,0,0,126,0,0,3,10,0,0,0,0,5769,2221,4700,86,4,1126,228,0,29,52,2,31,0,0,923,0,2153,1,110,0,0,0,0,0,0,0,14,0,0,0,0,0,27,0,0,0,0,2,0,25,0,0,0,0,0,0,0,53,285,0,0,13,0,0,1437,0,0,0,0,298,0,0,2,0,0,0,0,3,881,0,0,5,1221,0,0,0,122,0,0,0,0,54,550,0,0,0,0,0,4,1,0,1,0,0,0,0,0,929,0,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,584,0,0,28,0,0,0,0,0,18,147,208,391,2,160,1,0,1,0,0,0,0,0,5,5,0,0,10,0,0,0,0,1171,0,0,3,1357,0,0,27,0,0,0,0,8,0,0,34,0,6,0,0,0,0,174,207,0,0,22,0,0,24,0,25,0,0,0,0,1,3,0,0,0,0,0,0,392,638,1389,1046,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,1,48,0,3,5,4,0,1,103,0,821,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,3,0,3,0,0,0,0,0,0,0,0,4971,23,0,0,3,0,17,0,6,2,5924,1,1862,0,0,0,0,0,510,0,0,0,2,0,0,0,0,0
"Cancer6.2535",107,14,0,522,0,0,0,0,215,1,97,11,0,0,0,2,87,0,0,115,0,22,44,71,0,8,0,0,0,0,2,0,0,0,0,48,0,0,8,0,329,40,0,182,2,0,0,0,0,2,2,2,0,2,0,0,25,13,8,0,6,0,62,0,0,0,1,0,4,0,0,0,1212,0,1429,1,729,531,0,0,0,0,11,4,0,0,16,0,52,9893,0,0,0,2289,423,2,8,0,83,567,2,0,254,0,0,0,395,0,20,5,0,0,0,16,0,0,0,0,17,0,0,0,1,0,0,1,0,0,14,0,1022,32,58,0,0,0,47,0,0,3,0,0,11,0,0,0,0,7,0,3,0,1,1009,295,0,2,41,9,0,0,0,1,0,3,0,398,10,18,482,96,373,174,9,218,41,0,15,0,0,85,0,0,0,0,0,0,0,0,0,16,2,1,0,0,33,53,0,64,0,1,66,0,24,1,0,0,170,8,80,0,0,6,0,0,0,28,0,6,4,8004,6251,25,0,226,93,143,10,0,0,24,0,26,0,0,80,44,4,21,1,8,1918,11,0,335,1698,68,1521,786,145,6,0,1,12,1,560,0,0,718,235,772,4,15,0,0,0,0,289,0,23,1,0,0,1584,216,12,0,0,1,15,0,69,20,122,0,38,7,0,0,0,11,3,0,0,0,0,1,0,0,0,0,0,0,602,0,0,0,0,0,24,0,0,0,0,0,0,297,0,0,58,37,0,0,35,2,0,56,162,6,4,0,0,6,3,0,1,0,292,1,0,0,107,2,155,40,0,0,29,7,1,19,0,0,1,0,0,0,18,0,3,0,0,43,1,0,0,0,0,0,0,63,10,538,0,3,0,0,0,0,0,13,0,9,2,0,703,11,0,0,0,0,0,62,0,50,762,86,46,0,0,0,1,0,2,0,0,12,3,0,7,0,0,0,705,1,5,454,0,0,0,0,21,28,0,0,0,1,0,7,0,0,0,62,80,240,1126,423,131,67,0,28,0,116,491,0,0,0,0,0,0,0,0,0,0,0,0,59,1,0,1,0,0,0,0,48,5,0,0,8,553,172,46,29,0,1,38,0,0,0,0,0,8,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,143,0,0,0,4,0,707,51,4,14,0,1198,239,0,1,0,0,81,3,3,0,0,0,0,1,55,67,10
"Cancer7.2537",459,4,1,0,0,0,0,122,2,7,0,1,0,0,4,1,0,0,0,0,1,1,15,1,180,11,7,0,4,0,0,14,58,0,213,0,0,8,0,16644,16,43,1,5597,0,0,0,0,4,0,0,0,0,0,0,4,0,227,16,0,1,0,0,23,0,0,20,34,0,0,0,0,0,28,3,264,673,0,6,0,0,0,0,0,21,0,0,0,0,0,0,284,58520,9,4,0,1,292,77,0,2,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,13274,1,0,0,0,1,0,6,2,0,2,0,135,2,10,746,25,10,0,0,7,1731,0,1,0,0,24,0,0,365,25,0,0,0,0,0,0,0,105,0,0,24,0,0,0,0,0,0,0,0,1,465,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0,285,15,6,3347,3,3,2,634,0,16,0,0,0,0,0,0,939,0,0,1,552,18,0,0,0,3968,5916,31,27474,7,2760,83,0,0,70,11,0,0,0,4,0,4,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4594,0,4,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,10,0,2,0,0,845,0,0,0,0,25,0,0,0,9,2044,0,1,0,3724,0,0,0,0,0,0,0,2,0,0,0,4,19,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,25,34,0,0,0,0,0,0,2,269,948,0,0,1,0,13,0,18,1,0,593,40,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7960,10,0,0,0,414,1,541,0,0,978,0,0,1,0,0,3,30,0,0,0,0,0,1,1,0,0,155,1,0,54,0,0,0,5,0,0,0,124,0,0,0,0,0,2,1,7,1487,3,6,0,19105,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,22,0,1,1,0,74,0,1685,1,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4908,0,0,0,1,3,20,5,2478,25,8,485,0,0,0,0,1,4597,0,0,0,9,0,1,0,0,0
"Cancer8.2543",312,1,0,0,0,0,0,37,0,0,0,0,0,1,0,21,0,0,0,0,1,0,165,4,0,0,4,0,0,0,7,0,0,0,5,0,0,0,0,0,24,86,3,235,0,0,0,0,0,21,6,1,0,0,0,0,0,61,14,0,0,0,107,12,0,1335,17,17,0,0,0,1,0,0,517,1,2,4,0,0,0,0,0,0,26,0,0,0,0,0,98,0,2,0,1061,0,6,681,680,636,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,74,288,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,3,0,0,0,1,0,0,143,52,0,0,225,1,146,0,0,0,0,129,1,0,1,9,1,4,11,0,0,0,20,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,67,0,0,2,0,0,0,0,0,1,0,5,0,1244,478,1074,1022,91,0,6,0,0,0,0,61,0,0,0,0,80,92,7,0,0,0,2520,597,84,1030,2145,702,18,0,0,23,11,1,0,1,2,430,92,10,0,0,0,0,0,0,409,0,37,104,0,0,0,0,81,0,0,0,0,0,0,39,20,0,0,0,0,0,0,1,0,11,178,0,0,317,0,0,0,0,0,9,666,0,0,0,0,0,0,11,0,0,18,3,1,0,102,0,97,0,0,0,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1239,5,1,0,0,0,823,0,0,0,0,0,4,32,0,0,0,0,59,0,0,100,0,0,0,0,0,17,0,2,5,1,0,0,4,0,0,0,0,0,0,0,8,2,0,0,14,0,1,0,0,9,1,0,501,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,276,0,0,166,7,0,0,2,0,0,0,0,0,2,33,0,0,12,0,1,57,5,202,2095,769,3,6,2,33,0,0,0,0,0,0,0,0,0,0,22,0,5,0,0,0,0,0,0,0,0,2,31,0,2,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,1,0,0,0,0,39,26,0,6,0,0,0,1,0,712,0,381,157,0,0,0,0,0,27,1,0,0,8,0,0,0,0,29
"Cancer9.2547",119,0,0,0,0,0,0,17,0,0,13,0,0,0,0,7,3,0,0,0,0,0,0,1,64,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,4,33,0,44,0,0,0,0,0,15,5,0,0,0,0,0,0,25,56,0,0,3440,2,5,0,0,101,35,0,0,0,26,0,0,1288,1,104,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,10,3,7,13,3679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,10,0,2,0,5,0,0,0,0,0,0,28,0,0,0,0,0,0,0,6,0,0,0,0,0,0,26,8,0,0,3,0,0,0,0,0,0,1,4,0,0,1,0,5,0,0,0,4,1,0,0,67,17,2,785,138,21,0,1,0,1,15,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,125,504,647,138,1,31,25,0,7,8,16,1,0,0,11,29,9,38,29,1,0,0,0,0,3,0,127,0,0,0,0,0,1,0,11,0,0,0,0,6,0,0,0,0,0,0,44,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,30,0,0,3,0,0,0,0,2,3,0,0,0,0,3,0,0,0,0,0,0,23,0,0,0,0,0,7,0,235,0,0,0,0,0,0,0,91,0,0,0,0,0,40,0,0,0,30,0,0,0,67,0,0,0,0,0,0,0,10,0,46,37,0,0,0,0,0,0,0,0,2,12,0,0,9,4,0,0,0,0,0,0,5,869,0,1,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,84,0,0,0,0,0,4,0,1,2,0,0,57,4,75,0,0,0,0,0,94,66,6,0,14,0,0,0,0,1,0,0,0,0,0,33,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,1,0,0,0,0,0,0,139,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,293,5,0,0,4677,0,0,4,14,6,7,0,0,254,0,0,0,0,5,83,0,0,0,17,0,0,0,0,0
"Cancer10.2567",15,0,1201,0,0,0,0,48,0,21,0,390,0,0,0,2,0,0,0,1,0,1,118,14,0,6,0,0,0,0,0,0,2,0,0,0,0,0,79,0,12,121,1,84,12,0,0,0,0,6,35,0,0,2,1,3,0,16,0,1,2,0,2,14,0,0,22,11,0,0,0,0,0,0,92,3108,149,0,0,0,0,0,7,20,0,1,2,0,0,0,0,0,2,1,617,2,25,4967,659,1206,78,0,0,0,19,0,0,0,0,2,0,0,0,0,19,119,0,0,49,0,0,0,0,0,0,4,0,0,356,0,0,37,12,11,0,0,0,1,0,60,0,0,0,9,3,0,0,2,0,14,0,0,0,0,0,1,0,9,0,0,0,0,0,39,0,0,229,3,696,10,501,103,1,0,25,0,11,1,0,7,14,0,0,0,0,0,0,0,0,0,134,0,5,0,0,0,61,442,2,0,0,39,0,0,160,0,449,2,9,0,0,7,0,0,0,0,2,0,4,9,1,662,432,48,1340,0,36,8,0,0,221,6,0,0,27,8,39,12,51,10,0,0,0,934,1412,3674,456,1853,1203,0,38,1,1,4,0,0,2,554,1465,490,9,25,11,0,0,0,0,1,4,18,0,0,1,176,1,1,2276,24,0,0,0,1132,50,37,14,0,0,0,0,224,201,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,42,1,5,0,0,0,0,77,3325,0,3,1,0,0,32,4,0,78,162,0,0,20,0,0,0,0,174,0,0,2,0,0,450,0,4218,279,0,0,0,0,1,7,0,0,0,0,18,0,0,0,0,61,0,0,44,0,0,0,0,0,0,70,97,27,0,1,0,1,0,0,0,0,0,40,4,0,0,0,3,0,1092,0,151,86,0,95,1467,8,396,0,0,1,0,0,10,1,0,32,0,0,0,0,0,0,135,0,22,0,0,33,0,0,28,46,0,7,0,42,0,19,0,0,0,0,76,275,1103,129,1088,318,1,6,0,55,195,0,0,0,0,1,0,97,12,1,0,0,3,0,44,0,0,0,0,0,79,0,4,0,1,2,1081,20,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,102,1,1,0,0,0,717,1,51,0,34,0,46,22,241,668,2150,497,4059,255,0,0,0,39,0,18,0,0,0,0,6,10,0,24
